5.000000054602821934e-04 5.000000109076149909e-04 5.000000075565606394e-04 5.000000050092075774e-04 5.000000057435349983e-04 5.000000077614103399e-04 5.000000033030352646e-04 5.000000045225376282e-04 5.000000065278470667e-04 5.000000058614939178e-04 5.000000081717523477e-04 5.000000081809579831e-04 6.485983667198701452e-01 5.000000058837429390e-04 5.000000033572872234e-04 5.000000104741085701e-04 5.000000104141088218e-04 5.000000111403446251e-04 5.000000142819452115e-04 3.424016331455721485e-01
6.493506558381712413e-04 6.493506591704628237e-04 6.493506586958178693e-04 6.493506514734225530e-04 6.493506565003656075e-04 6.493506596855890683e-04 6.493506523735412912e-04 6.493506567089981979e-04 6.493506561944414847e-04 6.493506521470942833e-04 6.493506561871296252e-04 6.493506634807364244e-04 6.493506632691973049e-04 6.493506570142707152e-04 6.493506560728073366e-04 6.493506553114233252e-04 9.876623375178588127e-01 6.493506566044724348e-04 6.493506581899942962e-04 6.493506572231763077e-04
6.024096459897661671e-04 6.024096472705875362e-04 6.024096467125990935e-04 6.024096427307559180e-04 6.024096464458787454e-04 6.024096452729926299e-04 6.024096395284644044e-04 6.024096452799207902e-04 2.153692363661775244e-01 6.024096481441744378e-04 6.024096481149981237e-04 6.024096496713313110e-04 6.024096481811431298e-04 6.024096439895699345e-04 6.024096434155885339e-04 6.024096469909029491e-04 7.737873900096752244e-01 6.024096454427267568e-04 6.024096441813776587e-04 6.024096467846686139e-04
1.000000019859061682e-03 1.000000013362987170e-03 1.000000019387497271e-03 1.000000008722955538e-03 1.000000011239198178e-03 1.000000019034986282e-03 1.000000002650533893e-03 1.000000006090546924e-03 1.000000020013030967e-03 1.000000011367618890e-03 1.000000011136166012e-03 1.000000015236898786e-03 9.809999997532716787e-01 1.000000008297977777e-03 1.000000010663457334e-03 1.000000019044506227e-03 1.000000021089339714e-03 1.000000008122605474e-03 1.000000008936794468e-03 1.000000012472093257e-03
6.410256465853070339e-04 6.410256526367673650e-04 6.410256506250080078e-04 6.410256450238643270e-04 6.410256511933575202e-04 6.410256487154336212e-04 6.410256473435530390e-04 6.410256471447171910e-04 6.410256512449176219e-04 6.410256441346260997e-04 6.410256482429420007e-04 6.410256518334430526e-04 9.878205126663145430e-01 6.410256488509400276e-04 6.410256460774137188e-04 6.410256514132405513e-04 6.410256557910932323e-04 6.410256487713413736e-04 6.410256502506438397e-04 6.410256478068896563e-04
7.462686673589548998e-04 3.309559241387221018e-01 7.462686690510615325e-04 7.462686588279156350e-04 7.462686687603979890e-04 7.462686660548716478e-04 7.462686570705221421e-04 7.462686651038213199e-04 7.462686664345713917e-04 7.462686668937082435e-04 7.462686649708084700e-04 7.462686701560197798e-04 7.462686701415048064e-04 7.462686648446267444e-04 7.462686689420277653e-04 7.462686720176487949e-04 6.556112398605380420e-01 7.462686654196186214e-04 7.462686619857819646e-04 7.462686767058853560e-04
4.237288157935106044e-04 4.237288169622597839e-04 4.237288175994934850e-04 4.237288140143487714e-04 4.237288170449363253e-04 4.237288174828749646e-04 4.237288147280676232e-04 4.237288160987153591e-04 4.237288156242295114e-04 4.237288156892175654e-04 4.237288158320273203e-04 9.919491524869774590e-01 4.237288173290073776e-04 4.237288162202759983e-04 4.237288160109548311e-04 4.237288182860045002e-04 4.237288180030057238e-04 4.237288165652227799e-04 4.237288163887296282e-04 4.237288173494995033e-04
1.282051292849142486e-03 1.282051301976570466e-03 1.282051306949008509e-03 1.282051289968540913e-03 1.282051302668891883e-03 1.282051297387359944e-03 1.282051282512016365e-03 1.282051299020937332e-03 1.282051295181112173e-03 1.282051291668426371e-03 1.282051300698208284e-03 9.756410253468543736e-01 1.282051299823591933e-03 1.282051293475772527e-03 1.282051292582309923e-03 1.282051300430299108e-03 1.282051318415283053e-03 1.282051297572030582e-03 1.282051293852398558e-03 1.282051296113477686e-03
4.807692329501570797e-04 4.807692362454702665e-04 4.807692354117253553e-04 4.807692319098230281e-04 4.807692341925485233e-04 4.807692341904744988e-04 4.807692321759826268e-04 4.807692342832967872e-04 4.807692332284742710e-04 4.807692316122719276e-04 4.807692336036675828e-04 9.908653845527204407e-01 4.807692358292039070e-04 4.807692329192913617e-04 4.807692337635363373e-04 4.807692342450140422e-04 4.807692358221221153e-04 4.807692345124379291e-04 4.807692351275212172e-04 4.807692352565481062e-04
8.771930015808805702e-04 9.114411620337508069e-01 8.771930031398334068e-04 8.771929867511253079e-04 8.771929889026718269e-04 8.771930326886522022e-04 8.771929828210420525e-04 8.771929864072306902e-04 8.771930117205967853e-04 8.771930054029295843e-04 8.771929933005100403e-04 8.771930026854045945e-04 2.658776311681051302e-02 8.771929883014420405e-04 8.771930177833327106e-04 8.771929893826849916e-04 8.771930042125420605e-04 8.771930513077102120e-04 4.705879380237457804e-02 8.771930006755943076e-04
5.882352983522392848e-04 5.882352993940546818e-04 5.882353025032521516e-04 5.882352960217358730e-04 5.882352984492960875e-04 5.882352998848338656e-04 5.882352951938295531e-04 5.882353000179406073e-04 5.882353005111538250e-04 5.882352950087414972e-04 5.882352992154479864e-04 5.882353027918467122e-04 5.882353021214217336e-04 5.882352982665049138e-04 5.882352970126795283e-04 5.882353004741166114e-04 5.882353015695168576e-04 5.882353006214176196e-04 9.888235293044688179e-01 5.882353081210410463e-04
1.162790706246943006e-03 1.162790715534790190e-03 1.162790714218397232e-03 1.162790715398744502e-03 1.162790710721796654e-03 1.162790714848433620e-03 1.162790700006342305e-03 1.162790708020052226e-03 1.162790707320207747e-03 1.162790699190562353e-03 1.162790714429049691e-03 7.605504120853858741e-01 1.162790723579867382e-03 1.162790719146020212e-03 1.162790718716649480e-03 1.162790716206704971e-03 1.162790717915420389e-03 1.162790706895333636e-03 1.162790716117312936e-03 2.185193550901014803e-01
6.250000121024043781e-04 6.250000113338844733e-04 6.250000097945908242e-04 6.250000065611160298e-04 6.250000116549022083e-04 6.250000116464812100e-04 6.250000017698978264e-04 6.250000054481916071e-04 6.250000054111169885e-04 6.250000047227688470e-04 6.250000127125520527e-04 6.250000102648047527e-04 6.250000114990570364e-04 9.881249998066548024e-01 6.250000097669611244e-04 6.250000147036660321e-04 6.250000173197887369e-04 6.250000110753717525e-04 6.250000100647892928e-04 6.250000154930648519e-04
