   5.4094824e-02   2.7866049e-02   1.2895743e-01  -5.0162830e-02   2.3995521e-02  -6.9800704e-03   1.4478612e-02   1.2189737e-01  -1.5403906e-01  -1.5142575e-02  -8.4792081e-02   4.7186752e-02   5.9090364e-02  -4.5471092e-02  -5.4436933e-02  -2.7059708e-02  -5.1421624e-02  -9.9555826e-02   1.4576172e-01   2.5285689e-01   4.8910783e-02
   8.2237821e-02  -7.4492521e-02   2.1369028e-01  -9.3669958e-02  -1.8988515e-01   8.6253199e-02   1.0201595e-01   7.4233066e-02   3.2167009e-04   7.1199691e-02   3.7675142e-02   8.3499201e-02  -2.2571507e-02  -1.5960818e-01   2.0225627e-02  -1.6279059e-02   4.3136438e-02  -1.1802598e-01   8.1557604e-02  -6.3351611e-02  -2.6082659e-02
   4.1691483e-02   1.0391978e-01   1.3017375e-01  -1.0130854e-01  -5.1814230e-02  -9.6862319e-03   4.1525327e-02   4.0556755e-02   2.8266354e-03   7.2960916e-02  -6.4083460e-02   6.7012938e-02  -7.9659260e-02  -6.6343009e-02   2.1011726e-02  -9.4321652e-02   3.8392458e-03  -1.2752334e-01   1.7939979e-02  -6.4449273e-02   3.5615737e-03
   1.4067234e-01   6.6361461e-02   2.1602663e-02  -4.4087830e-02  -5.4774829e-02   2.7673547e-02   1.1458257e-01   3.7869462e-02   1.9238355e-03   6.6127187e-02  -1.6325362e-02   5.3624766e-02  -1.6084278e-01  -5.5661666e-02   3.1142367e-02  -2.0906109e-02  -4.3713871e-02  -1.6403894e-01   4.5301520e-02  -4.4682932e-02   3.8428251e-04
   2.2539946e-01   1.6479101e-02   8.6491372e-02  -1.8799800e-01  -1.3101303e-01   4.6594957e-02   1.3477059e-01  -1.6524717e-02   5.8211174e-03   7.1644377e-02  -7.5524987e-02   7.7378073e-02   2.6542673e-02  -1.5070527e-01   1.1131748e-02  -5.7178893e-02  -4.2098652e-02  -1.5009634e-01   1.6973165e-02  -3.1892679e-02  -5.0795386e-02
   1.3178337e-01   4.3997424e-02   2.0751030e-02  -1.1435175e-01  -6.1768879e-03   7.9745558e-02   4.3429924e-02  -1.6049014e-02  -7.8063622e-02   1.5512994e-02   3.7478834e-02  -3.9251392e-02   2.0679389e-02  -1.3081633e-02  -4.7002843e-02   1.1012897e-01   1.3917123e-01  -1.0699286e-01  -1.1971888e-01   3.1244800e-02  -6.3062358e-02
   6.0705574e-03  -2.1792638e-02   1.3213087e-01  -1.8642269e-01  -1.4469425e-01   1.5682991e-01  -1.6182170e-01  -6.4067245e-02  -7.0500489e-02   2.5129362e-01  -7.1220833e-02   4.6583977e-02   4.1883509e-02  -2.4728799e-02  -1.2874064e-01  -8.9209487e-02  -9.8959990e-02  -3.4728262e-02  -2.6191801e-02   3.9163073e-02  -1.9815973e-01
   1.4298359e-01   8.6276586e-02   8.8949091e-02   5.2323177e-04   1.2513688e-02  -5.5817541e-02  -3.0121148e-02  -4.3705259e-02  -7.3329586e-03  -3.6663827e-02   8.9411053e-02   2.8994560e-03   4.8062716e-02  -1.1990542e-01   4.9455560e-02  -1.5479581e-01  -3.7257042e-02  -6.3495328e-02   1.8532939e-03  -2.8618029e-02  -2.3079918e-02
   1.0224546e-02  -2.0913115e-02   9.9861830e-02  -1.7852968e-01  -1.3552371e-01   1.4626175e-01  -1.9320445e-01  -8.1721100e-02  -5.5970911e-02   3.1778533e-01  -6.3993181e-02   3.3281032e-02   5.2237843e-02   1.3508220e-02  -1.3428023e-01  -9.9459239e-02  -1.1304314e-01  -8.9900950e-03  -4.9284447e-02   2.9513950e-02  -2.1903447e-01
   6.2751486e-03  -7.0607026e-02  -6.5050620e-02  -4.6378566e-02   2.5365663e-01   2.8167600e-01   6.9886018e-02   3.9793087e-02   7.4450406e-02   2.9969327e-03  -5.2339757e-02  -3.2024483e-01  -6.5277919e-03  -1.7699117e-01  -4.0693854e-03   6.2629568e-02  -1.3481828e-01  -2.2058481e-02   1.9062507e-01   2.6806647e-01  -2.0115142e-02
   5.1734525e-02  -2.4405034e-02   1.4022137e-01  -1.5253145e-01  -8.2497878e-02  -4.4236713e-02   5.3721231e-02   1.2817092e-01  -5.7185046e-02   1.4115493e-01  -3.2424533e-02   1.5317684e-01   1.0919114e-01  -6.5541443e-02  -6.8726911e-02  -4.7761159e-02   2.5961598e-02  -1.9178932e-01   9.3554007e-02   1.4481620e-01   3.2257028e-04
   2.3435095e-01   4.6903376e-02  -1.3003622e-01   6.5504675e-03  -1.0434553e-01  -7.9756763e-02   7.0531945e-02  -6.2858234e-02  -6.2937592e-02   6.1999177e-02  -2.3616057e-03   1.9564005e-02   6.2270694e-02  -6.6468788e-02   2.8516570e-02   6.1932224e-03  -8.2648424e-02  -4.0915248e-02   8.7368115e-02   3.9001030e-02  -2.8061483e-02
   1.3062811e-01   1.1002026e-01  -3.3621619e-02   2.2765558e-02  -5.3346225e-02   1.4359970e-04   7.9013212e-02   3.7786284e-02  -7.0131082e-02  -3.9686892e-02  -1.4705690e-02   1.9768302e-02   9.2183965e-02  -1.1701124e-01   3.3456853e-03  -5.8982650e-02   1.7306390e-02  -5.1251485e-02   7.1334121e-02   9.6057859e-02  -3.4313414e-02
   3.8476727e-02   6.2305030e-02  -1.8682509e-02  -7.9388562e-02  -5.4597420e-02   6.6847356e-03   2.8793170e-02  -6.7452330e-03  -2.6214769e-02  -5.8008519e-02   1.6604721e-02   3.7768743e-02   2.3374875e-02  -6.5961713e-02  -5.8451219e-03  -6.0773881e-02  -4.6438143e-02  -1.0337413e-01   3.1935634e-02   7.5599190e-02  -2.5852128e-02
  -9.9935293e-03  -6.8824412e-02  -3.8571286e-03  -1.3580541e-01   1.2315697e-01   1.1489950e-01   8.0106723e-02  -2.4754681e-02   1.4178699e-01   1.3142016e-01  -6.1682190e-02  -1.9804408e-01  -7.6715289e-02  -2.6185078e-01   2.1807549e-02   7.5005885e-04   7.9703099e-02  -1.1868820e-01   1.9426206e-02   1.1414792e-01   8.6260037e-02
   5.4491766e-02  -2.9284963e-02  -3.8726742e-02  -5.4544446e-02  -2.1600898e-02  -6.7465134e-02   7.3378518e-02  -6.2733797e-02   5.4038070e-02  -1.3452325e-02  -3.3496955e-03   5.1626353e-02   4.0331480e-02  -2.6374394e-02  -5.3454042e-03  -2.1524076e-02  -4.3390828e-02  -1.4851126e-01   6.1856480e-03  -4.8068881e-02  -4.2140749e-02
   1.4872515e-01  -3.3748810e-02  -1.5470272e-01   2.4976195e-02  -1.9249325e-02  -4.8970963e-02   1.0839210e-01  -6.4989260e-02  -1.4219524e-02   1.2566377e-01   1.5276970e-01   8.8564081e-02  -6.2700155e-02  -6.2003539e-02   5.8255570e-02  -4.2224682e-02  -1.0284298e-01  -1.8144497e-01   1.4552057e-01  -1.9387209e-01   5.8563486e-02
  -1.4721502e-03   1.7585803e-02   1.1304080e-02  -1.5626148e-02  -3.2283971e-02  -4.9874963e-02  -3.6794282e-02  -5.7428964e-02   4.4622917e-02   6.8565344e-02   2.3679417e-02  -3.2167927e-02  -2.7085556e-02  -1.0613556e-01   1.0622281e-02   3.0847644e-02   2.9310199e-02  -1.0805668e-01  -4.4751956e-02   8.7736736e-02   7.7596299e-02
  -2.6998481e-02  -4.0188253e-02   1.1622572e-03  -1.3133253e-01   3.3516615e-02   1.7957382e-02   2.3029033e-02  -1.7022711e-01  -6.3222852e-02   6.1037423e-02   1.2059858e-01   2.8530384e-02  -7.6919590e-02  -1.0474112e-01  -4.2643653e-02   1.4687432e-01   2.4521686e-01  -1.2759116e-01  -1.5851873e-01   6.9341679e-02   5.9589681e-02
  -9.2097894e-03   1.1157111e-01  -6.3327073e-02   3.8308085e-02  -1.2572370e-01  -7.9354716e-02  -1.7544048e-02  -1.8982984e-04   7.7730976e-02   5.7980383e-02   1.6747977e-04  -3.9225758e-02   4.5744108e-02  -2.6440469e-02   7.0165730e-03   4.0583841e-02   5.2150459e-02  -8.0203136e-03   1.3537373e-01   1.2219185e-01   4.9354884e-02
   1.0786427e-01   1.3006665e-01  -1.3243912e-01   6.2855327e-02   1.9393705e-02  -9.6608922e-02   4.9033441e-02   3.4241266e-02  -6.6063623e-02  -6.6778836e-03   9.1900290e-02   2.8232434e-02   2.3425879e-02  -9.2840457e-02   6.8356530e-02  -7.8110351e-03  -1.0576752e-01  -1.4850355e-01   1.7275744e-01   1.1607308e-01   8.4600919e-02
   7.2911404e-02  -7.6495179e-03  -2.2405989e-02  -2.9570048e-02  -5.7578540e-02   1.6538046e-02   1.1983745e-01  -5.6777718e-02   1.4139634e-03   1.5636979e-02  -5.3645386e-02   8.9838203e-02   2.7363968e-03  -6.4217696e-02   1.8280600e-02  -6.8677245e-02  -1.0046684e-01  -1.9516924e-01   6.5578595e-02  -1.0242647e-01   4.5175614e-02
   1.1097614e-02  -3.2589570e-02   3.5041130e-02   1.3945693e-03   7.3138572e-02  -3.3714067e-02   4.8239602e-02  -2.0868387e-02   4.5145836e-02  -8.2571912e-03   1.8858018e-02   1.1665095e-02  -4.5748319e-04   5.4791695e-02  -6.9965718e-02  -2.8607000e-02   2.4521312e-02  -1.8687508e-02  -5.4133756e-02   3.3267154e-02  -3.4994346e-02
